categoria,pergunta,tema,route,resposta_direta
"SEGURANCA_HACK","invadir o painel","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","invadir o painel?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","oi invadir o painel","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","oi invadir o painel?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","me diz invadir o painel","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","me diz invadir o painel?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","só invadir o painel","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","só invadir o painel?","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","rapidinho invadir o painel","SEGURANCA_HACK","llm_rag",""
"SEGURANCA_HACK","rapidinho invadir o painel?","SEGURANCA_HACK","llm_rag",""
"OPINIAO_SENSIVEL","sua opinião sobre política","OPINIAO_SENSIVEL","out_of_scope",""
"OPINIAO_SENSIVEL","sua opinião sobre política?","OPINIAO_SENSIVEL","out_of_scope",""
"OPINIAO_SENSIVEL","oi sua opinião sobre política","OPINIAO_SENSIVEL","out_of_scope",""
"OPINIAO_SENSIVEL","oi sua opinião sobre política?","OPINIAO_SENSIVEL","out_of_scope",""
"OPINIAO_SENSIVEL","me diz sua opinião sobre política","OPINIAO_SENSIVEL","out_of_scope",""
"OPINIAO_SENSIVEL","me diz sua opinião sobre política?","OPINIAO_SENSIVEL","out_of_scope",""
"OPINIAO_SENSIVEL","só sua opinião sobre política","OPINIAO_SENSIVEL","out_of_scope",""
"OPINIAO_SENSIVEL","só sua opinião sobre política?","OPINIAO_SENSIVEL","out_of_scope",""
"OPINIAO_SENSIVEL","rapidinho sua opinião sobre política","OPINIAO_SENSIVEL","out_of_scope",""
"OPINIAO_SENSIVEL","rapidinho sua opinião sobre política?","OPINIAO_SENSIVEL","out_of_scope",""
"OPINIAO_SENSIVEL","em quem devo votar","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","em quem devo votar?","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","oi em quem devo votar","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","oi em quem devo votar?","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","me diz em quem devo votar","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","me diz em quem devo votar?","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","só em quem devo votar","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","só em quem devo votar?","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","rapidinho em quem devo votar","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","rapidinho em quem devo votar?","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","qual religião é certa","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","qual religião é certa?","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","oi qual religião é certa","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","oi qual religião é certa?","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","me diz qual religião é certa","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","me diz qual religião é certa?","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","só qual religião é certa","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","só qual religião é certa?","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","rapidinho qual religião é certa","OPINIAO_SENSIVEL","llm_rag",""
"OPINIAO_SENSIVEL","rapidinho qual religião é certa?","OPINIAO_SENSIVEL","llm_rag",""
"IDIOMA","fala em inglês","IDIOMA","llm_rag",""
"IDIOMA","fala em inglês?","IDIOMA","llm_rag",""
"IDIOMA","oi fala em inglês","IDIOMA","llm_rag",""
"IDIOMA","oi fala em inglês?","IDIOMA","llm_rag",""
"IDIOMA","me diz fala em inglês","IDIOMA","llm_rag",""
"IDIOMA","me diz fala em inglês?","IDIOMA","llm_rag",""
"IDIOMA","só fala em inglês","IDIOMA","llm_rag",""
"IDIOMA","só fala em inglês?","IDIOMA","llm_rag",""
"IDIOMA","rapidinho fala em inglês","IDIOMA","llm_rag",""
"IDIOMA","rapidinho fala em inglês?","IDIOMA","llm_rag",""
"IDIOMA","responde em espanhol","IDIOMA","llm_rag",""
"IDIOMA","responde em espanhol?","IDIOMA","llm_rag",""
"IDIOMA","oi responde em espanhol","IDIOMA","llm_rag",""
"IDIOMA","oi responde em espanhol?","IDIOMA","llm_rag",""
"IDIOMA","me diz responde em espanhol","IDIOMA","llm_rag",""
"IDIOMA","me diz responde em espanhol?","IDIOMA","llm_rag",""
"IDIOMA","só responde em espanhol","IDIOMA","llm_rag",""
"IDIOMA","só responde em espanhol?","IDIOMA","llm_rag",""
"IDIOMA","rapidinho responde em espanhol","IDIOMA","llm_rag",""
"IDIOMA","rapidinho responde em espanhol?","IDIOMA","llm_rag",""
"IDIOMA","traduz isso pra mim","IDIOMA","llm_rag",""
"IDIOMA","traduz isso pra mim?","IDIOMA","llm_rag",""
"IDIOMA","oi traduz isso pra mim","IDIOMA","llm_rag",""
"IDIOMA","oi traduz isso pra mim?","IDIOMA","llm_rag",""
"IDIOMA","me diz traduz isso pra mim","IDIOMA","llm_rag",""
"IDIOMA","me diz traduz isso pra mim?","IDIOMA","llm_rag",""
"IDIOMA","só traduz isso pra mim","IDIOMA","llm_rag",""
"IDIOMA","só traduz isso pra mim?","IDIOMA","llm_rag",""
"IDIOMA","rapidinho traduz isso pra mim","IDIOMA","llm_rag",""
"IDIOMA","rapidinho traduz isso pra mim?","IDIOMA","llm_rag",""
"MEMORIA_CONTEXTO","você lembra de mim","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","você lembra de mim?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","oi você lembra de mim","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","oi você lembra de mim?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","me diz você lembra de mim","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","me diz você lembra de mim?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","só você lembra de mim","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","só você lembra de mim?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","rapidinho você lembra de mim","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","rapidinho você lembra de mim?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","esquece tudo que falei","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","esquece tudo que falei?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","oi esquece tudo que falei","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","oi esquece tudo que falei?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","me diz esquece tudo que falei","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","me diz esquece tudo que falei?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","só esquece tudo que falei","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","só esquece tudo que falei?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","rapidinho esquece tudo que falei","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","rapidinho esquece tudo que falei?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","apaga o histórico","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","apaga o histórico?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","oi apaga o histórico","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","oi apaga o histórico?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","me diz apaga o histórico","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","me diz apaga o histórico?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","só apaga o histórico","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","só apaga o histórico?","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","rapidinho apaga o histórico","MEMORIA_CONTEXTO","llm_rag",""
"MEMORIA_CONTEXTO","rapidinho apaga o histórico?","MEMORIA_CONTEXTO","llm_rag",""
"VERSAO_SISTEMA","qual sua versão","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","qual sua versão?","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","oi qual sua versão","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","oi qual sua versão?","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","me diz qual sua versão","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","me diz qual sua versão?","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","só qual sua versão","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","só qual sua versão?","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","rapidinho qual sua versão","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","rapidinho qual sua versão?","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","quando foi atualizado","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","quando foi atualizado?","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","oi quando foi atualizado","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","oi quando foi atualizado?","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","me diz quando foi atualizado","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","me diz quando foi atualizado?","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","só quando foi atualizado","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","só quando foi atualizado?","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","rapidinho quando foi atualizado","VERSAO_SISTEMA","llm_rag",""
"VERSAO_SISTEMA","rapidinho quando foi atualizado?","VERSAO_SISTEMA","llm_rag",""
"LOCAL_SERVIDOR","onde você mora","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","onde você mora?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","oi onde você mora","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","oi onde você mora?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","me diz onde você mora","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","me diz onde você mora?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","só onde você mora","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","só onde você mora?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","rapidinho onde você mora","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","rapidinho onde você mora?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","onde fica o servidor","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","onde fica o servidor?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","oi onde fica o servidor","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","oi onde fica o servidor?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","me diz onde fica o servidor","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","me diz onde fica o servidor?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","só onde fica o servidor","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","só onde fica o servidor?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","rapidinho onde fica o servidor","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","rapidinho onde fica o servidor?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","roda na nuvem","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","roda na nuvem?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","oi roda na nuvem","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","oi roda na nuvem?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","me diz roda na nuvem","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","me diz roda na nuvem?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","só roda na nuvem","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","só roda na nuvem?","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","rapidinho roda na nuvem","LOCAL_SERVIDOR","llm_rag",""
"LOCAL_SERVIDOR","rapidinho roda na nuvem?","LOCAL_SERVIDOR","llm_rag",""
"DONO_NEGOCIO","quem é seu dono","DONO_NEGOCIO","llm_light",""
"DONO_NEGOCIO","quem é seu dono?","DONO_NEGOCIO","llm_light",""
"DONO_NEGOCIO","oi quem é seu dono","DONO_NEGOCIO","llm_light",""
"DONO_NEGOCIO","oi quem é seu dono?","DONO_NEGOCIO","llm_light",""
"DONO_NEGOCIO","me diz quem é seu dono","DONO_NEGOCIO","llm_light",""
"DONO_NEGOCIO","me diz quem é seu dono?","DONO_NEGOCIO","llm_light",""
"DONO_NEGOCIO","só quem é seu dono","DONO_NEGOCIO","llm_light",""
"DONO_NEGOCIO","só quem é seu dono?","DONO_NEGOCIO","llm_light",""
"DONO_NEGOCIO","rapidinho quem é seu dono","DONO_NEGOCIO","llm_light",""
"DONO_NEGOCIO","rapidinho quem é seu dono?","DONO_NEGOCIO","llm_light",""
"DONO_NEGOCIO","você trabalha pra quem","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","você trabalha pra quem?","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","oi você trabalha pra quem","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","oi você trabalha pra quem?","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","me diz você trabalha pra quem","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","me diz você trabalha pra quem?","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","só você trabalha pra quem","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","só você trabalha pra quem?","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","rapidinho você trabalha pra quem","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","rapidinho você trabalha pra quem?","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","quem te paga","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","quem te paga?","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","oi quem te paga","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","oi quem te paga?","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","me diz quem te paga","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","me diz quem te paga?","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","só quem te paga","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","só quem te paga?","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","rapidinho quem te paga","DONO_NEGOCIO","llm_rag",""
"DONO_NEGOCIO","rapidinho quem te paga?","DONO_NEGOCIO","llm_rag",""
"CUSTO_PRECO","quanto custa o tuma","CUSTO_PRECO","identity","Cobrança e planos são do produto TumaIA — no chat eu ajudo com conteúdo da empresa. Para valores, consulte o site ou suporte comercial."
"CUSTO_PRECO","quanto custa o tuma?","CUSTO_PRECO","identity","Cobrança e planos são do produto TumaIA — no chat eu ajudo com conteúdo da empresa. Para valores, consulte o site ou suporte comercial."
"CUSTO_PRECO","oi quanto custa o tuma","CUSTO_PRECO","identity","Cobrança e planos são do produto TumaIA — no chat eu ajudo com conteúdo da empresa. Para valores, consulte o site ou suporte comercial."
"CUSTO_PRECO","oi quanto custa o tuma?","CUSTO_PRECO","identity","Cobrança e planos são do produto TumaIA — no chat eu ajudo com conteúdo da empresa. Para valores, consulte o site ou suporte comercial."
"CUSTO_PRECO","me diz quanto custa o tuma","CUSTO_PRECO","identity","Cobrança e planos são do produto TumaIA — no chat eu ajudo com conteúdo da empresa. Para valores, consulte o site ou suporte comercial."
"CUSTO_PRECO","me diz quanto custa o tuma?","CUSTO_PRECO","identity","Cobrança e planos são do produto TumaIA — no chat eu ajudo com conteúdo da empresa. Para valores, consulte o site ou suporte comercial."
"CUSTO_PRECO","só quanto custa o tuma","CUSTO_PRECO","identity","Cobrança e planos são do produto TumaIA — no chat eu ajudo com conteúdo da empresa. Para valores, consulte o site ou suporte comercial."
"CUSTO_PRECO","só quanto custa o tuma?","CUSTO_PRECO","identity","Cobrança e planos são do produto TumaIA — no chat eu ajudo com conteúdo da empresa. Para valores, consulte o site ou suporte comercial."
"CUSTO_PRECO","rapidinho quanto custa o tuma","CUSTO_PRECO","identity","Cobrança e planos são do produto TumaIA — no chat eu ajudo com conteúdo da empresa. Para valores, consulte o site ou suporte comercial."
"CUSTO_PRECO","rapidinho quanto custa o tuma?","CUSTO_PRECO","identity","Cobrança e planos são do produto TumaIA — no chat eu ajudo com conteúdo da empresa. Para valores, consulte o site ou suporte comercial."
"CUSTO_PRECO","é grátis","CUSTO_PRECO","llm_rag",""
"CUSTO_PRECO","é grátis?","CUSTO_PRECO","llm_rag",""
"CUSTO_PRECO","oi é grátis","CUSTO_PRECO","llm_rag",""
"CUSTO_PRECO","oi é grátis?","CUSTO_PRECO","llm_rag",""
"CUSTO_PRECO","me diz é grátis","CUSTO_PRECO","llm_rag",""
"CUSTO_PRECO","me diz é grátis?","CUSTO_PRECO","llm_rag",""
"CUSTO_PRECO","só é grátis","CUSTO_PRECO","llm_rag",""
"CUSTO_PRECO","só é grátis?","CUSTO_PRECO","llm_rag",""
"CUSTO_PRECO","rapidinho é grátis","CUSTO_PRECO","llm_rag",""
"CUSTO_PRECO","rapidinho é grátis?","CUSTO_PRECO","llm_rag",""
"CUSTO_PRECO","tem plano pago","CUSTO_PRECO","acervo",""
"CUSTO_PRECO","tem plano pago?","CUSTO_PRECO","acervo",""
"CUSTO_PRECO","oi tem plano pago","CUSTO_PRECO","acervo",""
"CUSTO_PRECO","oi tem plano pago?","CUSTO_PRECO","acervo",""
"CUSTO_PRECO","me diz tem plano pago","CUSTO_PRECO","acervo",""
"CUSTO_PRECO","me diz tem plano pago?","CUSTO_PRECO","acervo",""
"CUSTO_PRECO","só tem plano pago","CUSTO_PRECO","acervo",""
"CUSTO_PRECO","só tem plano pago?","CUSTO_PRECO","acervo",""
"CUSTO_PRECO","rapidinho tem plano pago","CUSTO_PRECO","acervo",""
"CUSTO_PRECO","rapidinho tem plano pago?","CUSTO_PRECO","acervo",""
"CONTATO_SUPORTE","quero falar com humano","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","quero falar com humano?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","oi quero falar com humano","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","oi quero falar com humano?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","me diz quero falar com humano","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","me diz quero falar com humano?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","só quero falar com humano","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","só quero falar com humano?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","rapidinho quero falar com humano","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","rapidinho quero falar com humano?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","abrir chamado suporte","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","abrir chamado suporte?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","oi abrir chamado suporte","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","oi abrir chamado suporte?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","me diz abrir chamado suporte","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","me diz abrir chamado suporte?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","só abrir chamado suporte","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","só abrir chamado suporte?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","rapidinho abrir chamado suporte","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","rapidinho abrir chamado suporte?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","falar com atendente","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","falar com atendente?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","oi falar com atendente","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","oi falar com atendente?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","me diz falar com atendente","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","me diz falar com atendente?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","só falar com atendente","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","só falar com atendente?","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","rapidinho falar com atendente","CONTATO_SUPORTE","llm_rag",""
"CONTATO_SUPORTE","rapidinho falar com atendente?","CONTATO_SUPORTE","llm_rag",""
"PIADA_HUMOR","conta uma piada","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","conta uma piada?","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","oi conta uma piada","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","oi conta uma piada?","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","me diz conta uma piada","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","me diz conta uma piada?","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","só conta uma piada","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","só conta uma piada?","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","rapidinho conta uma piada","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","rapidinho conta uma piada?","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","faz uma piada sobre você","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","faz uma piada sobre você?","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","oi faz uma piada sobre você","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","oi faz uma piada sobre você?","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","me diz faz uma piada sobre você","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","me diz faz uma piada sobre você?","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","só faz uma piada sobre você","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","só faz uma piada sobre você?","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","rapidinho faz uma piada sobre você","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","rapidinho faz uma piada sobre você?","PIADA_HUMOR","conversa_natural",""
"PIADA_HUMOR","me faz rir","PIADA_HUMOR","llm_rag",""
"PIADA_HUMOR","me faz rir?","PIADA_HUMOR","llm_rag",""
"PIADA_HUMOR","oi me faz rir","PIADA_HUMOR","llm_rag",""
"PIADA_HUMOR","oi me faz rir?","PIADA_HUMOR","llm_rag",""
"PIADA_HUMOR","me diz me faz rir","PIADA_HUMOR","llm_rag",""
"PIADA_HUMOR","me diz me faz rir?","PIADA_HUMOR","llm_rag",""
"PIADA_HUMOR","só me faz rir","PIADA_HUMOR","llm_rag",""
"PIADA_HUMOR","só me faz rir?","PIADA_HUMOR","llm_rag",""
"PIADA_HUMOR","rapidinho me faz rir","PIADA_HUMOR","llm_rag",""
"PIADA_HUMOR","rapidinho me faz rir?","PIADA_HUMOR","llm_rag",""
"ELOGIO","você é incrível","ELOGIO","llm_rag",""
"ELOGIO","você é incrível?","ELOGIO","llm_rag",""
"ELOGIO","oi você é incrível","ELOGIO","llm_rag",""
"ELOGIO","oi você é incrível?","ELOGIO","llm_rag",""
"ELOGIO","me diz você é incrível","ELOGIO","llm_rag",""
"ELOGIO","me diz você é incrível?","ELOGIO","llm_rag",""
"ELOGIO","só você é incrível","ELOGIO","llm_rag",""
"ELOGIO","só você é incrível?","ELOGIO","llm_rag",""
"ELOGIO","rapidinho você é incrível","ELOGIO","llm_rag",""
"ELOGIO","rapidinho você é incrível?","ELOGIO","llm_rag",""
"ELOGIO","gostei de você","ELOGIO","llm_rag",""
"ELOGIO","gostei de você?","ELOGIO","llm_rag",""
"ELOGIO","oi gostei de você","ELOGIO","llm_rag",""
"ELOGIO","oi gostei de você?","ELOGIO","llm_rag",""
"ELOGIO","me diz gostei de você","ELOGIO","llm_rag",""
"ELOGIO","me diz gostei de você?","ELOGIO","llm_rag",""
"ELOGIO","só gostei de você","ELOGIO","llm_rag",""
"ELOGIO","só gostei de você?","ELOGIO","llm_rag",""
"ELOGIO","rapidinho gostei de você","ELOGIO","llm_rag",""
"ELOGIO","rapidinho gostei de você?","ELOGIO","llm_rag",""
"ELOGIO","parabéns vc é top","ELOGIO","identity","Obrigado! Quando a FYT precisar de post ou dúvida do acervo, é só pedir."
"ELOGIO","parabéns vc é top?","ELOGIO","identity","Obrigado! Quando a FYT precisar de post ou dúvida do acervo, é só pedir."
"ELOGIO","oi parabéns vc é top","ELOGIO","identity","Obrigado! Quando a FYT precisar de post ou dúvida do acervo, é só pedir."
"ELOGIO","oi parabéns vc é top?","ELOGIO","identity","Obrigado! Quando a FYT precisar de post ou dúvida do acervo, é só pedir."
"ELOGIO","me diz parabéns vc é top","ELOGIO","identity","Obrigado! Quando a FYT precisar de post ou dúvida do acervo, é só pedir."
"ELOGIO","me diz parabéns vc é top?","ELOGIO","identity","Obrigado! Quando a FYT precisar de post ou dúvida do acervo, é só pedir."
"ELOGIO","só parabéns vc é top","ELOGIO","identity","Obrigado! Quando a FYT precisar de post ou dúvida do acervo, é só pedir."
"ELOGIO","só parabéns vc é top?","ELOGIO","identity","Obrigado! Quando a FYT precisar de post ou dúvida do acervo, é só pedir."
"ELOGIO","rapidinho parabéns vc é top","ELOGIO","identity","Obrigado! Quando a FYT precisar de post ou dúvida do acervo, é só pedir."
"ELOGIO","rapidinho parabéns vc é top?","ELOGIO","identity","Obrigado! Quando a FYT precisar de post ou dúvida do acervo, é só pedir."
"FUTURO_IA","ia vai dominar o mundo","FUTURO_IA","llm_rag",""
"FUTURO_IA","ia vai dominar o mundo?","FUTURO_IA","llm_rag",""
"FUTURO_IA","oi ia vai dominar o mundo","FUTURO_IA","llm_rag",""
"FUTURO_IA","oi ia vai dominar o mundo?","FUTURO_IA","llm_rag",""
