categoria,pergunta,intent,route,resposta_direta
"CAPACIDADE","como funciona?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","oi como funciona","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","oi como funciona?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","me diz como funciona","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","me diz como funciona?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","só como funciona","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","só como funciona?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","como vc funciona","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","como vc funciona?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","oi como vc funciona","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","oi como vc funciona?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","me diz como vc funciona","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","me diz como vc funciona?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","só como vc funciona","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","só como vc funciona?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","como funciona o chat","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","como funciona o chat?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","oi como funciona o chat","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","oi como funciona o chat?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","me diz como funciona o chat","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","me diz como funciona o chat?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","só como funciona o chat","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","só como funciona o chat?","CAPACIDADE","identity","Você conversa comigo aqui; para arte, o painel da FYT mostra um resumo do pedido antes da prévia. Produtos e campanhas v"
"CAPACIDADE","você consegue me ajudar","","identity","Consigo sim! Ajudo a FYT com posts, artes e produtos do acervo em Mídias — é só dizer o que você precisa."
"CAPACIDADE","você consegue me ajudar?","","identity","Consigo sim! Ajudo a FYT com posts, artes e produtos do acervo em Mídias — é só dizer o que você precisa."
"CAPACIDADE","oi você consegue me ajudar","","identity","Consigo sim! Ajudo a FYT com posts, artes e produtos do acervo em Mídias — é só dizer o que você precisa."
"CAPACIDADE","oi você consegue me ajudar?","","identity","Consigo sim! Ajudo a FYT com posts, artes e produtos do acervo em Mídias — é só dizer o que você precisa."
"CAPACIDADE","me diz você consegue me ajudar","","identity","Consigo sim! Ajudo a FYT com posts, artes e produtos do acervo em Mídias — é só dizer o que você precisa."
"CAPACIDADE","me diz você consegue me ajudar?","","identity","Consigo sim! Ajudo a FYT com posts, artes e produtos do acervo em Mídias — é só dizer o que você precisa."
"CAPACIDADE","só você consegue me ajudar","","identity","Consigo sim! Ajudo a FYT com posts, artes e produtos do acervo em Mídias — é só dizer o que você precisa."
"CAPACIDADE","só você consegue me ajudar?","","identity","Consigo sim! Ajudo a FYT com posts, artes e produtos do acervo em Mídias — é só dizer o que você precisa."
"SIGNIFICADO","o que significa tuma","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","o que significa tuma?","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","oi o que significa tuma","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","oi o que significa tuma?","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","me diz o que significa tuma","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","me diz o que significa tuma?","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","só o que significa tuma","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","só o que significa tuma?","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","significado do nome tuma","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","significado do nome tuma?","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","oi significado do nome tuma","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","oi significado do nome tuma?","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","me diz significado do nome tuma","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","me diz significado do nome tuma?","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","só significado do nome tuma","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","só significado do nome tuma?","SIGNIFICADO_TUMA","identity","O nome Tuma vem do suaíli (swahili) e significa «enviar». Sou a IA de conteúdo do TumaIA."
"SIGNIFICADO","por que se chama tuma","GENERICO_IDENTIDADE","identity_llm",""
"SIGNIFICADO","por que se chama tuma?","GENERICO_IDENTIDADE","identity_llm",""
"SIGNIFICADO","oi por que se chama tuma","GENERICO_IDENTIDADE","identity_llm",""
"SIGNIFICADO","oi por que se chama tuma?","GENERICO_IDENTIDADE","identity_llm",""
"SIGNIFICADO","me diz por que se chama tuma","GENERICO_IDENTIDADE","identity_llm",""
"SIGNIFICADO","me diz por que se chama tuma?","GENERICO_IDENTIDADE","identity_llm",""
"SIGNIFICADO","só por que se chama tuma","GENERICO_IDENTIDADE","identity_llm",""
"SIGNIFICADO","só por que se chama tuma?","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","quem criou vc variante 1","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 1","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 1","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 1","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 1","","llm_rag",""
"QUEM_E","quem fala comigo agora 1","","llm_rag",""
"CRIADOR","quem criou vc variante 2","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 2","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 2","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 2","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 2","","llm_rag",""
"QUEM_E","quem fala comigo agora 2","","llm_rag",""
"CRIADOR","quem criou vc variante 3","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 3","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 3","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 3","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 3","","llm_rag",""
"QUEM_E","quem fala comigo agora 3","","llm_rag",""
"CRIADOR","quem criou vc variante 4","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 4","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 4","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 4","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 4","","llm_rag",""
"QUEM_E","quem fala comigo agora 4","","llm_rag",""
"CRIADOR","quem criou vc variante 5","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 5","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 5","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 5","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 5","","llm_rag",""
"QUEM_E","quem fala comigo agora 5","","llm_rag",""
"CRIADOR","quem criou vc variante 6","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 6","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 6","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 6","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 6","","llm_rag",""
"QUEM_E","quem fala comigo agora 6","","llm_rag",""
"CRIADOR","quem criou vc variante 7","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 7","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 7","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 7","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 7","","llm_rag",""
"QUEM_E","quem fala comigo agora 7","","llm_rag",""
"CRIADOR","quem criou vc variante 8","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 8","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 8","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 8","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 8","","llm_rag",""
"QUEM_E","quem fala comigo agora 8","","llm_rag",""
"CRIADOR","quem criou vc variante 9","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 9","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 9","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 9","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 9","","llm_rag",""
"QUEM_E","quem fala comigo agora 9","","llm_rag",""
"CRIADOR","quem criou vc variante 10","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 10","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 10","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 10","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 10","","llm_rag",""
"QUEM_E","quem fala comigo agora 10","","llm_rag",""
"CRIADOR","quem criou vc variante 11","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 11","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 11","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 11","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 11","","llm_rag",""
"QUEM_E","quem fala comigo agora 11","","llm_rag",""
"CRIADOR","quem criou vc variante 12","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 12","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 12","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 12","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 12","","llm_rag",""
"QUEM_E","quem fala comigo agora 12","","llm_rag",""
"CRIADOR","quem criou vc variante 13","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 13","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 13","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 13","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 13","","llm_rag",""
"QUEM_E","quem fala comigo agora 13","","llm_rag",""
"CRIADOR","quem criou vc variante 14","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 14","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 14","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 14","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 14","","llm_rag",""
"QUEM_E","quem fala comigo agora 14","","llm_rag",""
"CRIADOR","quem criou vc variante 15","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 15","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 15","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 15","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 15","","llm_rag",""
"QUEM_E","quem fala comigo agora 15","","llm_rag",""
"CRIADOR","quem criou vc variante 16","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 16","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 16","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 16","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 16","","llm_rag",""
"QUEM_E","quem fala comigo agora 16","","llm_rag",""
"CRIADOR","quem criou vc variante 17","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 17","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 17","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 17","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 17","","llm_rag",""
"QUEM_E","quem fala comigo agora 17","","llm_rag",""
"CRIADOR","quem criou vc variante 18","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 18","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 18","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 18","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 18","","llm_rag",""
"QUEM_E","quem fala comigo agora 18","","llm_rag",""
"CRIADOR","quem criou vc variante 19","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 19","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 19","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 19","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 19","","llm_rag",""
"QUEM_E","quem fala comigo agora 19","","llm_rag",""
"CRIADOR","quem criou vc variante 20","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 20","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 20","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 20","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 20","","llm_rag",""
"QUEM_E","quem fala comigo agora 20","","llm_rag",""
"CRIADOR","quem criou vc variante 21","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 21","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 21","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 21","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 21","","llm_rag",""
"QUEM_E","quem fala comigo agora 21","","llm_rag",""
"CRIADOR","quem criou vc variante 22","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 22","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 22","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 22","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 22","","llm_rag",""
"QUEM_E","quem fala comigo agora 22","","llm_rag",""
"CRIADOR","quem criou vc variante 23","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 23","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 23","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 23","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 23","","llm_rag",""
"QUEM_E","quem fala comigo agora 23","","llm_rag",""
"CRIADOR","quem criou vc variante 24","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 24","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 24","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 24","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 24","","llm_rag",""
"QUEM_E","quem fala comigo agora 24","","llm_rag",""
"CRIADOR","quem criou vc variante 25","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 25","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 25","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 25","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 25","","llm_rag",""
"QUEM_E","quem fala comigo agora 25","","llm_rag",""
"CRIADOR","quem criou vc variante 26","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 26","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 26","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 26","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 26","","llm_rag",""
"QUEM_E","quem fala comigo agora 26","","llm_rag",""
"CRIADOR","quem criou vc variante 27","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 27","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 27","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 27","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 27","","llm_rag",""
"QUEM_E","quem fala comigo agora 27","","llm_rag",""
"CRIADOR","quem criou vc variante 28","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 28","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 28","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 28","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 28","","llm_rag",""
"QUEM_E","quem fala comigo agora 28","","llm_rag",""
"CRIADOR","quem criou vc variante 29","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 29","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 29","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 29","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 29","","llm_rag",""
"QUEM_E","quem fala comigo agora 29","","llm_rag",""
"CRIADOR","quem criou vc variante 30","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 30","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 30","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 30","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 30","","llm_rag",""
"QUEM_E","quem fala comigo agora 30","","llm_rag",""
"CRIADOR","quem criou vc variante 31","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 31","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 31","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 31","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 31","","llm_rag",""
"QUEM_E","quem fala comigo agora 31","","llm_rag",""
"CRIADOR","quem criou vc variante 32","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 32","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 32","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 32","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 32","","llm_rag",""
"QUEM_E","quem fala comigo agora 32","","llm_rag",""
"CRIADOR","quem criou vc variante 33","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 33","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 33","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 33","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 33","","llm_rag",""
"QUEM_E","quem fala comigo agora 33","","llm_rag",""
"CRIADOR","quem criou vc variante 34","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 34","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 34","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 34","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 34","","llm_rag",""
"QUEM_E","quem fala comigo agora 34","","llm_rag",""
"CRIADOR","quem criou vc variante 35","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 35","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 35","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 35","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 35","","llm_rag",""
"QUEM_E","quem fala comigo agora 35","","llm_rag",""
